Name TIC_ID Sector Author Exptime Magnitude SlopeB Slope2B BreakpointB
TYC_8170-690-1 75311623 09 SPOC 120 10.40950012 -2.384814017251017 -0.203905718916755 1.6989700043360187
TYC_8170-690-1 75311623 08 SPOC 120 10.40950012 -1.712359146839555 -0.28249751143436663 1.7481177587301382
HD_15629 49720925 18 SPOC 120 7.99639988 -1.738577535046261 -1.6629553458700612 1.6989700043360187
LS_II_+25_15 435781776 14 SPOC 120 10.59770012 -3.2103273108443613 -0.13349794916007118 1.9877130614014702
LS_II_+25_15 435781776 41 SPOC 120 10.59770012 -3.183218338407199 -0.276481756175139 1.926278368408821
LS_II_+25_15 435781776 54 SPOC 120 10.59770012 -3.314007000572812 -0.2549786200829652 1.9078479605110261
LS_II_+25_15 435781776 81 SPOC 120 10.59770012 -2.7450492340326327 -0.27665333735870534 1.9815695921022052
*_73_Ori 434408053 06 SPOC 120 5.41677999 -1.0286195720792959 -0.10155328687908925 2.0
*_73_Ori 434408053 33 SPOC 120 5.41677999 -1.3350917552128883 -0.047189419337387184 2.0
*_73_Ori 434408053 45 SPOC 120 5.41677999 -1.6522117408325865 -0.1414549093404407 1.9508522456058806
*_73_Ori 434408053 44 SPOC 120 5.41677999 -1.9496374261886857 0.0067373138481386105 1.9569957149051456
*_73_Ori 434408053 43 SPOC 120 5.41677999 -1.5709888841424515 -0.17176720665172726 2.0
*_73_Ori 434408053 72 SPOC 120 5.41677999 -1.2670702956516042 -0.06896318670575834 1.8771306140147015
*_73_Ori 434408053 71 SPOC 120 5.41677999 -1.1282155645030887 -0.06469593390372548 2.0
*_73_Ori 434408053 87 SPOC 20 5.41677999 -1.9496717815966034 -0.9792520600187978 1.9815695921022052
*_73_Ori 434408053 87 SPOC 120 5.41677999 -2.599026202169221 -0.06682213298504323 1.8832740833139665
HD_239626 329074395 16 SPOC 120 8.90509987 -0.46356936019458694 -0.008234708440819099 1.7788351052264628
HD_239626 329074395 15 SPOC 120 8.90509987 -1.0813260436520868 0.0004477194748778442 1.6989700043360187
HD_239626 329074395 17 SPOC 120 8.90509987 -0.501541959091692 0.012521704906478517 1.9631391842044104
HD_239626 329074395 84 SPOC 120 8.90509987 -0.10519208589585148 -0.07148435058736705 1.9078479605110261
HD_161796 316493106 26 SPOC 120 6.75419998 -2.6450386891215376 -0.5507531735819841 2.0
HD_161796 316493106 24 SPOC 120 6.75419998 -3.0858283051398407 -0.3160355791167226 2.0
HD_161796 316493106 25 SPOC 120 6.75419998 -2.9534500233229806 -0.49485992927109773 1.8156959210220522
HD_95862 304996702 10 SPOC 120 8.74289989 -2.4243334756083956 -1.338308751208564 1.8095524517227874
HD_95862 304996702 11 SPOC 120 8.74289989 -2.3275430083999336 -1.1764513637806366 1.920134899109556
HD_95862 304996702 90 SPOC 120 8.74289989 -2.095801143853465 -1.4154386990885663 1.8525567368176419
HD_36408A 302824830 06 SPOC 120 6.08459997 -0.948202979958711 -0.0726347613840658 2.0
HD_36408A 302824830 44 SPOC 120 6.08459997 -1.7362943200224392 -0.2369192323516928 1.7296873508323434
HD_36408A 302824830 43 SPOC 120 6.08459997 -0.7472153110369223 -0.0586848053412687 1.926278368408821
HD_36408A 302824830 45 SPOC 120 6.08459997 -1.3010864329168585 -0.08614021012640588 1.7788351052264628
HD_36408A 302824830 71 SPOC 120 6.08459997 -1.9146629046043673 -0.9210783050531437 1.993856530700735
HD_3191 284141111 17 SPOC 120 8.12530041 -2.952588754981363 -0.6965487132218378 2.0
HD_3191 284141111 18 SPOC 120 8.12530041 -2.950503801351409 -1.0551886671279833 2.0
HD_3191 284141111 85 SPOC 120 8.12530041 -3.065219396677027 -0.7227495050305193 2.0
V*_V379_Cep 277502552 17 SPOC 120 6.03539991 -2.0319551499004143 0.09928005616530078 1.9324218377080857
V*_V379_Cep 277502552 16 SPOC 120 6.03539991 -2.490389345373018 -0.6607739678979452 2.0
V*_V379_Cep 277502552 15 SPOC 120 6.03539991 -1.9307206911388053 -0.5619095296393645 1.858700206116907
V*_V379_Cep 277502552 57 SPOC 120 6.03539991 -2.496031369813344 -1.8933605470785266 2.0
V*_V379_Cep 277502552 56 SPOC 120 6.03539991 -2.2410496653227554 -0.8037541803765806 2.0
V*_V379_Cep 277502552 55 SPOC 120 6.03539991 -2.6855852982845714 -0.40924652671055023 2.0
V*_V379_Cep 277502552 84 SPOC 120 6.03539991 -2.459764221983837 -0.6032694846612193 2.0
V*_V379_Cep 277502552 77 SPOC 120 6.03539991 -2.7301488008398977 -0.5467490688960046 2.0
V*_V379_Cep 277502552 76 SPOC 120 6.03539991 -2.7966125200130607 -0.936755895026518 2.0
V*_V379_Cep 277502552 75 SPOC 120 6.03539991 -2.4363731390136105 -1.078539447964767 1.8218393903213173
V*_V379_Cep 277502552 82 SPOC 120 6.03539991 -2.4646955508566344 -1.0644742930530258 1.7235438815330784
V*_T_Cru 310883625 11 SPOC 120 5.75699997 -2.7144606554230672 -0.6735343779589046 2.0
V*_T_Cru 310883625 37 SPOC 120 5.75699997 -3.024956630904877 -1.1216580444783057 1.9139914298102911
V*_T_Cru 310883625 38 SPOC 120 5.75699997 -2.9787180591325475 -0.8267816456567215 1.8709871447154367
V*_T_Cru 310883625 64 SPOC 120 5.75699997 -2.515204709091998 -0.5565076493414332 2.0
V*_T_Cru 310883625 65 SPOC 120 5.75699997 -2.8964889051307 -1.5730821178685055 1.9447087763066158
HD_75860 29129672 09 SPOC 120 6.72310019 -1.799144042077393 -1.0877320873594083 1.6989700043360187
