Name	TIC_ID	Sector	Author	Exptime	Magnitude	RMS	Max_freq	Max_FAP	log(Alpha)	log(Tau)	Gamma	log(Bias)	Type	TypeColor	bump	lc_q	T-NUV	D(UV)	binarity_filter	A-B	Gamma2	Gamma_Tau	max_slope	max_slope2	CROWDSAP
V*_T_Cru	310883625	11	SPOC	120	5.75699997	10370.263671875	0.1507957193294184	0.0	11.764896710684935	-1.4680332488492058	2.3625493890371927	7.652823754809712	VC2	4.0	0	1	-999.0	-999.0	0	4.112072955875223	9.71497544957937	6.617680803343493	-2.32138163	-9.54569062	0.99450433
V*_T_Cru	310883625	37	SPOC	120	5.75699997	11483.861328125	0.1468282799261734	0.0	12.281211982352374	-1.3156217329610222	2.3254464961879107	7.369234120625938	VC2	4.0	0	1	-999.0	-999.0	0	4.911977861726436	11.422541707904326	8.68223853538511	-2.30922736	-11.34287369	0.99471712
V*_T_Cru	310883625	38	SPOC	120	5.75699997	20054.384765625	0.1460994939647279	0.0	12.598458134082366	-1.4285918227339252	2.6782448104240477	8.403682243576185	VC2	4.0	0	0	-999.0	-999.0	0	4.194775890506181	11.23463675964009	7.86413346405703	-2.63578072	-11.05650942	0.99642599
V*_T_Cru	310883625	64	SPOC	120	5.75699997	15310.5390625	0.1411821147586572	0.0	12.515032433231138	-1.3891441577947452	2.7792182071788774	7.98313895992129	VC2	4.0	0	1	-999.0	-999.0	0	4.531893473309848	12.59512085401785	9.06682059118508	-2.74925062	-12.45931095	0.99206495
V*_T_Cru	310883625	65	SPOC	120	5.75699997	16676.001953125	0.1541934907807915	0.0	12.350536137719049	-1.2308124718547666	2.3596463228342754	6.817357398869837	VC2	4.0	0	0	-999.0	-999.0	0	5.533178738849212	13.056344864710336	10.607907510910367	-2.35158244	-13.01172596	0.99652272
V*_T_Cru	310883625	11	TESS-SPOC	1800	5.75699997	18928.380859375	0.1466677268094042	3.4872992e-316	11.443605444248051	-1.234905635727711	2.997516516339374	8.132375653969197	VC2	4.0	0	1	-999.0	-999.0	0	3.311229790278857	9.925465985755832	8.037428689769406	-2.86792406	-9.49635559	0.99315268
V*_T_Cru	310883625	37	TESS-SPOC	600	5.75699997	31869.359375	0.1521392767843707	0.0	11.435499858344532	-1.211389371395171	2.132148415725139	6.637112597011647	VC2	4.0	0	0	-999.0	-999.0	0	4.798387261332887	10.230873797286604	8.445570052759823	-2.11520809	-10.14958758	0.99316519
V*_T_Cru	310883625	38	TESS-SPOC	600	5.75699997	22119.939453125	0.1480495934374481	0.0	11.399790301920664	-1.1622442826050925	2.0006712990194617	6.813158965977371	VC2	4.0	0	0	-999.0	-999.0	0	4.586631335943293	9.176341673005036	7.8953640042323	-1.98040942	-9.08340791	0.99493837
V*_T_Cru	310883625	64	TESS-SPOC	200	5.75699997	2162.368896484375	0.1486434338315919	0.0	11.254517003981173	-1.3802568567589817	2.3748414882476205	7.335226087893839	VC2	4.0	0	0	-999.0	-999.0	0	3.919290916087333	9.307694672036222	6.743451138429315	-2.32328855	-9.10564371	0.99038661
V*_T_Cru	310883625	65	TESS-SPOC	200	5.75699997	2496.017333984375	0.1490546694189501	0.0	11.197531818330106	-1.377100086161737	2.390740205505494	6.802542619869611	VC2	4.0	0	0	-999.0	-999.0	0	4.394989198460495	10.50727737952187	7.63000270285933	-2.36058851	-10.37476101	0.99560195
HD_75860	29129672	9	SPOC	120	6.72310019	1296.8951416015625	0.0938948304984706	0.0	11.352458788068738	-0.80167139051826	1.8949808319685624	6.064100655204885	VC2	4.0	0	0	-999.0	-999.0	0	5.288358132863853	10.021337294362056	12.500554981615997	-1.88640117	-9.97596495	0.87609065
HD_75860	29129672	8	SPOC	120	6.72310019	1924.5433349609373	0.1437111030577919	0.0	10.899704208041577	-1.2766754026635914	2.6863797980852158	6.098377878266287	VC2	4.0	0	0	-999.0	-999.0	0	4.801326329775288	12.898186056322968	10.102948666053123	-2.66510782	-12.79605234	0.87384391
HD_75860	29129672	9	TESS-SPOC	1800	6.72310019	14435.7802734375	0.1072180028429871	7.195056358014578e-83	10.379412158325842	-1.2292835448271513	3.123492825024608	6.623676141001464	VC2	4.0	0	1	-999.0	-999.0	0	3.755736017324377	11.731014502799187	9.542968790368604	-3.0418253	-11.42429285	0.87499738
HD_75860	29129672	8	TESS-SPOC	1800	6.72310019	6605.3388671875	0.161936078437475	2.902851951256901e-132	10.2299900681818	-1.2230788133764794	2.8419167444381976	6.143935554023259	VC2	4.0	0	1	-999.0	-999.0	0	4.086054514158541	11.612226742474444	9.494258763601074	-2.79090375	-11.40378485	0.87268263
HD_75860	29129672	62	TESS-SPOC	200	6.72310019	2270.25	0.2201835011964598	0.0	11.02557600255622	-1.2041861353164465	2.405816067118949	5.317623721391355	VC2	4.0	0	1	-999.0	-999.0	0	5.707952281164864	13.732283308374688	11.403787924170045	-2.39909082	-13.6938959	0.93211532
CD-53_4543	288095171	11	SPOC	120	8.86200047	624.5582275390625	0.0820514592105166	0.0	8.895077745591967	-1.4450121430484206	2.655169247227237	5.3411059265709815	VC2	4.0	0	1	-999.0	-999.0	0	3.553971819020986	9.436396679376768	6.530323447296155	-2.56789644	-9.12623158	0.95031172
CD-53_4543	288095171	11	TESS-SPOC	1800	8.86200047	978.6978149414062	0.0933349716663601	2.6701953018197483e-63	8.408439080339377	-1.306609352918234	3.2209844533442675	5.080940174031612	VC2	4.0	0	1	-999.0	-999.0	0	3.327498906307765	10.717822245737365	8.202774778704704	-3.08425872	-10.26286752	0.94388855
