Name	TIC_ID	Sector	Author	Exptime	Magnitude	RMS	Max_freq	Max_FAP	log(Alpha)	log(Tau)	Gamma	log(Bias)	Type	TypeColor	bump	lc_q	T-NUV	D(UV)	binarity_filter	A-B	Gamma2	Gamma_Tau	max_slope	max_slope2	CROWDSAP
*_73_Ori	434408053	43	SPOC	120	5.41677999	314.5050048828125	0.1399922322311047	0.0	7.049224619598387	-1.5557045253530752	1.9991458890493576	4.697099863925614	VC1	3.75	0	1	-999.0	-999.0	0	2.352124755672773	4.7022405358344495	3.0225794546475666	-1.74975613	-4.1156447	0.99906248
*_73_Ori	434408053	72	SPOC	120	5.41677999	202.2840881347656	0.1326714892731415	0.0	6.969288602193204	-1.4564690099315905	2.742482039102071	4.353705475714337	VC1	3.75	0	1	-999.0	-999.0	0	2.615583126478868	7.1731897461467335	4.925054839638266	-2.4854356	-6.50086343	0.99892235
*_73_Ori	434408053	71	SPOC	120	5.41677999	190.50048828125	0.1356828216649419	0.0	6.762831039155982	-1.4497041665937365	2.437269518114225	4.312708703253792	VC1	3.75	0	1	-999.0	-999.0	0	2.45012233590219	5.9716084849452296	4.11919108915599	-2.16372878	-5.30140021	0.99902618
*_73_Ori	434408053	87	SPOC	20	5.41677999	395.6470031738281	0.198660678740864	0.0	8.283223451173999	-1.560305992604477	1.801550764934961	5.011742054575372	VC1	3.75	0	0	-999.0	-999.0	0	3.271481396598628	5.893739812512751	3.7772974278428975	-1.72010106	-5.62727861	0.99865502
*_73_Ori	434408053	87	SPOC	120	5.41677999	170.4393768310547	0.1983495287052011	0.0	6.833595375293471	-1.6750827605764889	2.6826312595214463	4.162909945065452	VC1	3.75	0	1	-999.0	-999.0	0	2.670685430228019	7.164464219478167	4.277080743767238	-2.44593561	-6.53232459	0.99865502
*_73_Ori	434408053	6	TESS-SPOC	1800	5.41677999	99.30502319335938	0.1335895706104011	1.221554213707243e-309	6.176461994145466	-1.2380777625789756	2.8038888779142845	3.292424748423461	VC1	3.75	0	1	-999.0	-999.0	0	2.884037245722005	8.086519956770477	6.531512156333271	-2.60841874	-7.52277679	0.99828172
*_73_Ori	434408053	33	TESS-SPOC	600	5.41677999	97.28926849365234	0.1355581579181426	0.0	6.234263294839641	-1.4260104613199327	2.519572897506487	3.5772021982716558	VC1	3.75	0	1	-999.0	-999.0	0	2.6570610965679857	6.694659125931564	4.694677428758065	-2.29391449	-6.09507094	0.99800491
*_73_Ori	434408053	45	TESS-SPOC	600	5.41677999	90.8404312133789	0.1306789025795012	0.0	5.9593553026483885	-1.434248185977153	2.4785484658675694	3.5881332387191884	VC1	3.75	0	1	-999.0	-999.0	0	2.3712220639292	5.877188808783051	4.097748817983635	-2.17564015	-5.15892592	0.99847573
*_73_Ori	434408053	44	TESS-SPOC	600	5.41677999	97.80791473388672	0.1347035322400401	0.0	5.866922182453438	-1.41081826034732	2.521901462658072	3.6620336479408224	VC1	3.75	0	1	-999.0	-999.0	0	2.2048885345126155	5.560511620185378	3.941337999705555	-2.15373368	-4.74874269	0.99830544
*_73_Ori	434408053	43	TESS-SPOC	600	5.41677999	189.137451171875	0.1382497918212162	3.655455884300895e-128	6.1142493678397445	-1.5607291975760869	2.160051412892241	4.147012532384846	VC1	3.75	0	1	-999.0	-999.0	0	1.9672368354548988	4.249332705918015	2.7226585576264624	-1.75560831	-3.45369733	0.99866229
