Name TIC_ID Sector Author Exptime Magnitude SlopeB Slope2B BreakpointB
BD+20_307 91373945 17 SPOC 120 8.45172024 -2.940002228197141 -0.16764151656529674 2.0
BD+20_307 91373945 43 SPOC 120 8.45172024 -1.3295830994665276 -0.08210866438541925 2.0
BD+20_307 91373945 42 SPOC 120 8.45172024 -1.8488792682783717 -0.11763161097591648 2.0
BD+20_307 91373945 71 SPOC 120 8.45172024 -1.158122897763536 -0.28322015424776126 2.0
BD+20_307 91373945 70 SPOC 120 8.45172024 -2.324917488293101 -0.16600937933606225 1.754261228029403
BD+20_307 91373945 17 TESS-SPOC 1800 8.45172024 -1.4811390608687143 0.13557504133789947 2.0
BD+20_307 91373945 42 TESS-SPOC 600 8.45172024 -1.286166467695486 -0.4044225078667119 2.0
BD+20_307 91373945 43 TESS-SPOC 600 8.45172024 -1.34500744178414 -0.12940489751069106 2.0
BD+20_307 91373945 70 TESS-SPOC 200 8.45172024 -2.277240939418183 -0.13239404756475096 1.7972655131242576
BD+20_307 91373945 71 TESS-SPOC 200 8.45172024 -1.580317661912761 -0.13797115183775657 2.0
EC_05365-4759 220616055 06 SPOC 120 15.86830044 -0.11907929496403986 0.022343886384142937 2.0
EC_05365-4759 220616055 05 SPOC 120 15.86830044 0.5253694723047263 -0.039512781449768095 1.7849785745257276
EC_05365-4759 220616055 33 SPOC 120 15.86830044 -0.02128613346519484 -0.01578716383101421 1.8832740833139665
EC_05365-4759 220616055 32 SPOC 120 15.86830044 -0.11593286151499031 -0.05604480527670443 1.8832740833139665
EC_05365-4759 220616055 31 SPOC 120 15.86830044 0.09577743821705366 -0.01080513635604496 1.8832740833139665
EC_05365-4759 220616055 87 SPOC 20 15.86830044 -0.9903156531388613 -0.014648570343599192 1.7296873508323434
EC_05365-4759 220616055 87 SPOC 120 15.86830044 -0.2241781007581885 0.005708975898297556 1.9692826535036754
EC_05365-4759 220616055 05 TESS-SPOC 1800 15.86830044 0.31418033196396605 0.02494996988937517 1.834126328919847
EC_05365-4759 220616055 06 TESS-SPOC 1800 15.86830044 -0.049090479231016726 0.0014869924140945997 2.0
EC_05365-4759 220616055 33 TESS-SPOC 600 15.86830044 0.07803765291902126 -0.0087170236901682 1.8648436754161717
EC_05365-4759 220616055 32 TESS-SPOC 600 15.86830044 -0.16107945296071402 -0.06202845642160115 1.8156959210220522
EC_05365-4759 220616055 31 TESS-SPOC 600 15.86830044 0.10543709055001063 0.022530393703173918 1.766548166627933
UCAC4_207-006574 270576160 06 SPOC 120 15.79660034 -0.09991314883181363 0.01868035972579277 2.0
UCAC4_207-006574 270576160 33 SPOC 120 15.79660034 0.2783289367063421 -0.013291008189631777 1.920134899109556
UCAC4_207-006574 270576160 32 SPOC 120 15.79660034 -0.5394198795104891 -0.03333730057851352 1.6989700043360187
UCAC4_207-006574 270576160 31 SPOC 120 15.79660034 -0.3664377340423636 -0.0021353959968070583 1.7849785745257276
UCAC4_207-006574 270576160 87 SPOC 20 15.79660034 -0.7001368227069137 -0.01193103158000426 1.920134899109556
UCAC4_207-006574 270576160 87 SPOC 120 15.79660034 -0.414725059567388 0.009602092518376825 1.9324218377080857
UCAC4_207-006574 270576160 06 TESS-SPOC 1800 15.79660034 0.11271107005939719 -0.35139343951246904 2.0
UCAC4_207-006574 270576160 31 TESS-SPOC 600 15.79660034 -0.253799625147484 0.03812418079398478 1.8894175526132313
UCAC4_207-006574 270576160 32 TESS-SPOC 600 15.79660034 -0.0902743862469483 -0.09499899827675443 2.0
UCAC4_207-006574 270576160 33 TESS-SPOC 600 15.79660034 -0.07158912026650399 0.04488366026843062 1.8156959210220522
UCAC4_077-007106 391923441 01 SPOC 120 15.28030014 -1.147175892402422 -0.03984163489510902 1.8894175526132313
UCAC4_077-007106 391923441 06 SPOC 120 15.28030014 0.08452015646208022 -0.03710967398266647 1.7358308201316084
UCAC4_077-007106 391923441 05 SPOC 120 15.28030014 -0.6090912200106892 -0.1319972587381496 2.0
UCAC4_077-007106 391923441 02 SPOC 120 15.28030014 -1.4078820896846542 -0.14534904817944544 1.7788351052264628
UCAC4_077-007106 391923441 03 SPOC 120 15.28030014 0.6473204165080352 -0.0655897209810138 1.6989700043360187
UCAC4_077-007106 391923441 04 SPOC 120 15.28030014 -0.5615479453553867 -0.005321233147903504 1.993856530700735
UCAC4_077-007106 391923441 07 SPOC 120 15.28030014 -0.6508371661952626 -0.16860905300983947 1.766548166627933
UCAC4_077-007106 391923441 08 SPOC 120 15.28030014 -0.2913710307500636 -0.04159419081499004 1.9754261228029404
UCAC4_077-007106 391923441 09 SPOC 120 15.28030014 -0.30488721845923544 0.009283948044582307 2.0
UCAC4_077-007106 391923441 11 SPOC 120 15.28030014 -0.23880107053276184 -0.11568604893699294 1.9692826535036754
UCAC4_077-007106 391923441 12 SPOC 120 15.28030014 -0.24838882994353498 0.04542424468745793 1.7051134736352838
UCAC4_077-007106 391923441 13 SPOC 120 15.28030014 0.02468006196898169 -0.019363490343537196 2.0
UCAC4_077-007106 391923441 10 SPOC 120 15.28030014 -0.038536023347932255 -0.08356716149480369 1.9815695921022052
UCAC4_077-007106 391923441 28 SPOC 20 15.28030014 -1.2977877657846397 -0.38661315466291246 1.760404697328668
UCAC4_077-007106 391923441 30 SPOC 120 15.28030014 -0.24041891010812327 -0.03716251733770672 1.754261228029403
UCAC4_077-007106 391923441 28 SPOC 120 15.28030014 -0.8007752635667693 -0.14250230323778407 1.7112569429345486
