Name TIC_ID Sector Author Exptime Magnitude SlopeB Slope2B BreakpointB
V*_R_Aqr 92138849 02 TESS-SPOC 1800 5.35629988 -1.7186593798039629 -0.7205277685087996 1.9631391842044104
V*_R_Aqr 92138849 29 TESS-SPOC 600 5.35629988 -2.0304128330592373 -0.5560371500216666 2.0
V*_R_Aqr 92138849 69 TESS-SPOC 200 5.35629988 -0.8471057568967448 -0.6614110583005061 1.6989700043360187
V*_R_Aqr 92138849 70 TESS-SPOC 200 5.35629988 -2.6435699446217926 -1.2550862174627537 1.8034089824235224
V*_R_UMa 310965252 20 SPOC 120 4.87960005 -0.34174219007778384 -0.3319881881061859 1.6989700043360187
V*_R_UMa 310965252 14 SPOC 120 4.87960005 -2.181272609374923 -1.3580116755364116 1.754261228029403
V*_R_UMa 310965252 21 SPOC 120 4.87960005 -2.575448177912091 -0.7325221831075387 2.0
V*_R_UMa 310965252 47 SPOC 120 4.87960005 -1.9904829584162382 -1.7671873349635083 1.8894175526132313
V*_R_UMa 310965252 41 SPOC 120 4.87960005 -1.0298447475188388 -0.7559146300174908 1.754261228029403
V*_R_UMa 310965252 40 SPOC 120 4.87960005 -1.6596539883462584 -1.7631905950918056 1.8955610219124963
V*_R_UMa 310965252 48 SPOC 120 4.87960005 -1.6917609745657984 -0.7817756383590257 2.0
V*_R_UMa 310965252 75 SPOC 120 4.87960005 -2.3422818858691996 -0.957335232264677 1.6989700043360187
V*_R_UMa 310965252 74 SPOC 120 4.87960005 -1.5677577201264141 -0.8532720999461032 2.0
V*_R_UMa 310965252 14 TESS-SPOC 1800 4.87960005 -2.9397494652002134 0.24710747034242886 1.8525567368176419
V*_R_UMa 310965252 20 TESS-SPOC 1800 4.87960005 -2.0488474678242943 0.700279312381456 1.834126328919847
V*_R_UMa 310965252 21 TESS-SPOC 1800 4.87960005 0.6735688612022318 -0.29739800953584933 1.760404697328668
V*_R_UMa 310965252 40 TESS-SPOC 600 4.87960005 -2.008479116157152 -1.422535612161475 2.0
V*_R_UMa 310965252 41 TESS-SPOC 600 4.87960005 -2.0500571388289974 -0.6542804820120123 1.9508522456058806
